"","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD"
"Unassigned;Other;Other;Other;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000242196724289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__",0.163748689698,0.110916014385,0.294447141417,0.192333146668,0.24539505321,0.0999311768754,0.0573152337858,0.0446241674596,0.171580236831,0.169736778322,0.155973671963,0.145023362426,0.101404869101,0.0587580972322,0.0394807322683,0.0932361823498,0.0598674024376,0.0596399615226,0.0808937059126,0.0951390298356,0.124000542079,0.0646556566678,0.0702462656439,0.0927023024101,0.110377298869,0.0726207582624,0.11081972321,0.0660893098782
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes",0.00738229587171,0.000232705733023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034392196098,0.0,0.0,0.000766981448636,0.00127039580769,0.000549677064724,0.0119887378523,0.0,0.000542078872476,0.0,0.0,0.0,0.00230676862795,0.00191592056299,0.00173967231844,0.000297699594046
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia",0.126212726097,0.0671250264438,0.209791254341,0.0999338186631,0.121725313095,0.0881853636155,0.334495977878,0.247002854424,0.163576970192,0.181976828736,0.0919486736254,0.215110640924,0.0566950141738,0.00942223385461,0.0339036455872,0.0454915871722,0.0278296081623,0.0107645091842,0.0579152916957,0.0392733915161,0.0606450738582,0.0358386698124,0.018924101736,0.0578295408644,0.0707830373507,0.0595040713312,0.0371822501493,0.0566441136671
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus",0.0203403439124,0.0137296382484,0.0256544307106,0.0374433640483,0.027911936273,0.0244092681808,0.00553041729512,0.025721535046,0.0173404110521,0.014591109603,0.0104381357622,0.0414352464075,0.0367475404369,0.00412222731139,0.00280429782273,0.0311825895211,0.0132597562428,0.0342632037012,0.0158336108504,0.0154252080373,0.0266973844694,0.011908774295,0.0138776746064,0.0256496566581,0.0202237249573,0.00899008879555,0.0165918001714,0.0161028416779
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea",0.0146530767,0.0111910302517,0.00713245453527,0.0170035127017,0.0196115327521,0.0229410415233,0.0166540975365,0.0167459562322,0.021205934395,0.0107857869989,0.0166877202314,0.00273296306092,0.00935884608971,0.00281358372047,0.00649084664587,0.0072383874215,0.00285839056731,0.000916128441207,0.00811359026369,0.00649482443678,0.00155847675837,0.0137624985957,0.0151392813888,0.00619361788071,0.0123870315364,0.00571091706275,0.00454392023473,0.00113667117727
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium",0.000111515043379,0.000486566532685,0.0,0.0,0.0,0.00013764624914,0.0,0.0,0.0,0.0,0.0,0.000132240148109,0.00223028180757,0.000229012628411,0.0,0.000838885959446,0.000476398427885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira",0.00735999286304,0.00949862492067,0.0,0.00679631420862,0.0550711911184,0.0020646937371,0.0,0.0366317792578,0.00378385735674,0.00719860390712,0.0,0.0172352993035,0.0045647823912,0.000490741346594,0.0,0.0149321700781,0.000119099606971,0.0232696624067,0.00862825830281,0.00461741424802,0.0325924922076,0.0151106617234,0.0179148163101,0.00451056954356,0.00887947923908,0.0180538668435,0.0882559135876,0.0144248985115
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia",0.0113076253987,0.0131796065158,0.00463049404384,0.00666904240696,0.0259256936168,0.00954347327369,0.0,0.0417063114494,0.0206070504968,0.0534441805226,0.022106242936,0.0043639248876,0.000187593796898,0.00323889288752,3.15089643003e-05,0.0118642442836,0.0,0.0413173926985,0.0118373648996,0.00177592855693,0.000677598590595,0.0329176497023,0.00186717803795,0.0177056685068,0.00161157808254,0.0149220736156,0.00701061979072,0.00974289580514
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]",0.0221022815978,0.0123757139835,0.0634452369394,0.0350761085374,0.0597545422233,0.0178481303051,0.0511877828054,0.00282270853156,0.0203348305431,0.0254980852198,0.0360680805797,0.0224367451292,0.0176963481741,0.000752470064778,0.0206068626524,0.0169694645511,0.00726507602525,0.000916128441207,0.00490448366686,0.0195859549422,0.0283913809459,0.0265700483092,0.031893419459,0.03090076747,0.0376982873033,0.00910062267418,0.000467374652715,0.00300405953992
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119840851349,0.0,0.000183225688241,0.000242196724289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus",0.0,0.0,0.0,0.00053454156697,0.0,0.0,0.0,0.0,0.0,0.0,0.00189482082308,0.0,0.0,0.0,0.0,0.000671108767557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4",0.000111515043379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__",0.000490666190869,0.000888512798815,0.000149370775608,0.000305452323983,0.000564511070689,0.00229410415233,0.0,0.0,0.0,0.0,0.00083106176451,0.000484880543066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039321424559,0.0,0.00033660966743,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000126035857201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000126398280983,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other",0.000111515043379,0.000148085466469,0.0,0.00012727180166,0.0,0.000183528332186,0.0,0.0,0.0,0.0,0.0,0.0,0.000125062531266,0.0,0.0,0.000479363405398,0.0,0.0,0.000484393448579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000934749305429,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__",0.191605147534,0.275565898033,0.0275589080996,0.176958713028,0.132681009429,0.203303509979,0.15670563097,0.16663495084,0.211378794066,0.0201657860294,0.0803138089223,0.178744600194,0.133108220777,0.110776679971,0.00107130478621,0.24778294425,0.133867958236,0.195593422198,0.237837183252,0.00685001014816,0.0782626372137,0.0899337153129,0.126917642309,0.0304295139356,0.0863300259116,0.182159831989,0.169553137901,0.0941813261164
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000396720444327,0.0,0.0,0.0,0.000455395235128,0.000119099606971,0.000274838532362,0.0,0.0,0.00176175633555,0.0,0.00141299959629,0.0,0.000821588826392,0.000147378504845,0.000233687326357,0.000189445196211
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium",0.0718602939537,0.0509414004654,0.0589641136712,0.0539377895433,0.00968031947145,0.030557467309,0.00898692810458,0.0531557247066,0.0276575472982,0.163556158806,0.079150322452,0.0406858855682,0.0821243955311,0.109827913368,0.000378107571604,0.0579550357126,0.316844654413,0.141129586368,0.0750809845297,0.00771260401867,0.00494646971134,0.123862487361,0.00787242632216,0.135115120506,0.0488213360298,0.109944364614,0.0133461428609,0.147604871448
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira",0.00490666190869,0.00871588745505,0.00365958400239,0.00590541159701,0.00324071170211,0.0156457903189,0.00575037707391,0.00355217253409,0.00631550292636,0.00639875902855,0.00418855129313,0.00925681036763,0.0119643154911,0.013544461166,0.00293033367993,0.0198456449835,0.0226686251935,0.0223993403875,0.00908237716085,0.0107063121575,0.0376744816371,0.0287046399281,0.0232640290674,0.0127911673623,0.0153889907097,0.0109060093585,0.0234985589282,0.00928281461434
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus",0.0101701719562,0.0721599323038,0.00974644310841,0.0644249860001,0.00290618662318,0.0895618261069,0.00160256410256,0.0119885823026,0.0264870014972,0.111178438121,0.00588391729273,0.0561579828969,0.0952351175588,0.00431852385003,0.0,0.0889698480418,0.00424788598198,0.0120928954239,0.035966213557,0.000202963263649,0.0198536387044,0.0029210201101,0.00671174808236,0.0108388312912,0.0152309928585,0.0201171659114,0.0857632487731,0.0120433017591
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus",0.0,0.0,0.00888756114866,0.0,0.00269710844885,0.0,0.0,0.000475737392959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298863405724,0.0,0.0,0.0,0.0,0.0,0.0,0.000908784046945,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister",0.00909962753976,0.0,0.00134433698047,0.000178180522323,0.00591691233352,0.00857994952971,0.00285947712418,0.0,0.00400163331972,0.0,0.0,0.00850744952834,0.0,0.0,0.0,0.0,0.0,0.000274838532362,0.00181647543217,0.00065963060686,0.0,0.00146051005505,0.0,0.0,0.000568792264425,0.00217383294646,0.0247448913354,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00227196931799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera",0.0,0.0,0.00806602188282,0.00384360841012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000196296538638,0.0,0.0,0.0,0.0,0.0,0.000456667343211,0.0,0.0,0.0,0.0,0.00271756304114,0.00291072547069,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium",0.0,0.00395599746139,0.0057881175548,0.00587995723667,0.0,0.00201881165405,0.0,0.00434506818903,0.000272219953723,0.00540501236124,0.00834386011568,0.0,0.00560697015174,0.0411895570241,0.0267826196553,0.00671108767557,0.016594545238,0.00114516055151,0.0,0.0,0.0222929936306,0.0,0.0486980218006,0.00821327588528,0.00290716046262,0.0,0.0,0.00719891745602
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella",0.000133818052055,0.000148085466469,0.0,0.0,0.000125446904598,0.0,0.00980392156863,0.0,0.0,0.0,0.00342397446978,0.0,0.0,0.000392593077275,0.0263730031194,0.0,0.0,0.00174064403829,0.0,0.00334889385021,0.0,0.0063476013931,0.000151392813888,0.0,0.0,0.0,0.000493339911199,0.000162381596752
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__",0.000468363182193,0.00114237359848,0.000373426939019,0.00150180725958,0.0,0.00555173204864,0.0,0.000951474785918,0.00141554375936,0.000872558049348,0.0,0.000528960592436,0.00168834417209,0.0,0.0,0.00234888068645,0.0,0.0,0.002088946747,0.000152222447737,0.0,0.0,0.0,0.0,0.00126398280983,0.0,0.00150598499208,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000183225688241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia",0.0,0.0,0.0,0.0,0.0,0.0,0.000251382604324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000135519718119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas",0.0,0.000126930399831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000203279577178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000335554383778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000233687326357,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;Other",0.000133818052055,0.0,0.0,0.0,0.000459971983525,0.0,0.00069130216189,0.000570884871551,0.000272219953723,0.000436279024674,0.0,0.000132240148109,0.0,0.0,0.0,0.000143809021619,0.0,0.000961934863268,0.000302745905362,0.000558148975036,0.0,0.00174137737333,0.000857892612031,0.00114447286926,0.000442393983442,0.00058951401938,0.000389478877262,0.000297699594046
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__",0.0102816869996,0.00349058599535,0.000784196571941,0.0,0.00859311296494,0.0,0.00430492709904,0.0278464954012,0.0268681094324,0.0197052692811,0.0195798151719,0.00105792118487,0.0100466900117,0.00114506314205,0.000976777893311,0.00673505584584,0.000357298820914,0.0,0.0099603402864,0.000355185711386,0.00108415774495,0.0010111223458,0.00550060557126,0.0154840447018,0.0171269670732,0.00114218341255,0.00407654558201,0.00146143437077
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia",0.0,0.0,0.0,0.0,0.0,0.000229410415233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium",0.0,0.000253860799662,0.0,0.0177416891514,0.0,0.0225739848589,0.0,0.0254678084364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000272471314825,0.0,0.0,0.0346590270756,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus",0.0,0.0,0.000672168490235,0.0,0.000146354722031,0.000825877494838,0.00926973353444,0.000158579130986,0.0,0.00024237723593,0.000132969882322,0.000308560345588,0.0,0.0,0.0,0.0,0.000158799475962,0.0,0.0,0.0,0.00345575281203,0.000280867318279,0.0166027452564,0.000807863201831,0.00037919484295,0.000810581776648,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20",0.0,0.000613496932515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]",0.0,0.0216627882378,0.000448112326823,0.00496360026473,0.00200715047356,0.0181234228034,0.00565610859729,0.000222010783381,0.000163331972234,0.0024237723593,0.000132969882322,0.000705280789914,0.0440220110055,0.0,0.0,0.0,0.00190559371154,0.000137419266181,0.000121098362145,0.0,0.000948638026833,0.000730255027525,0.00302785627776,0.00255823347247,0.0152309928585,0.000515824766958,0.000259652584841,0.000162381596752
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115",0.0,0.0,0.0,0.0,0.0,0.00013764624914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000167777191889,0.0,0.0,0.000363295086434,0.0,0.0,0.0,0.00131207105369,0.0,0.0,0.0,0.000155791550905,0.0
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888867882913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000740541268345,0.0,0.0,0.0,0.0
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00218037034696,0.000147378504845,0.0,0.0
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00432914112368,0.000221067757268,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__",0.0,0.00266553839645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000599204256747,0.0,0.0,0.000151372952681,0.0,0.0,0.0,0.0314897052887,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.000125691302162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.00531045751634,0.0,0.0,0.0,0.0,0.0,0.0,0.0064123535955,0.000189053785802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella",0.0062894484466,0.00279246879628,0.0057881175548,0.00468360230107,0.00899036149616,0.00289057123193,0.0,0.00735807167777,0.00604328297264,0.0101071307383,0.00349045941094,0.00304152340651,0.00327246956812,0.00464568474776,0.0090745817185,0.00527299745937,0.0,0.00696257615318,0.0172262420151,0.0391211690684,0.0536658083751,0.0624087181216,0.0224566007267,0.0262555540595,0.0175061619162,0.00357392874249,0.00843870900735,0.029201623816
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000151392813888,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000191745362159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000135317997294
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000274838532362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila",0.000111515043379,0.000423101332769,0.000522797714627,0.0,0.000167262539464,0.000734113328745,0.0,0.000126863304789,0.000353885939839,0.000533229919046,0.0,0.000528960592436,0.000125062531266,0.000196296538638,0.0,0.000263649872969,0.0020643931875,0.00178645046035,0.00163482788895,0.0,0.0,0.00196607122795,0.00297739200646,0.0,0.00281236175188,0.00427397664051,0.0,0.00273342354533
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio",0.0,0.000951977998731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000132969882322,0.0,0.0,0.00196296538638,0.0,0.00220507166483,0.000158799475962,0.00590902844579,0.0,0.0,0.0,0.0,0.00267460637868,0.0,0.00135878152057,0.0,0.000519305169683,0.000324763193505
"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000203279577178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137419266181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000110533878634,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__",0.000111515043379,0.0,0.0,0.0,0.0,0.0,0.000565610859729,0.00034887408817,0.0,0.00121188617965,0.0,0.0,0.0,0.0,0.0491854932728,0.0,0.00222319266346,0.00742064037378,0.000877963125549,0.000304444895474,0.00189727605367,0.00387596899225,0.00534921275737,0.0218796283829,0.0,0.0,0.0,0.000162381596752
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000567161357406,0.0,0.0,0.0,0.0,0.0,0.0,0.000168520390967,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207959164382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus",0.00265405803243,0.0,0.0,0.0,0.000480879800958,0.0,0.0,0.000158579130986,0.00185109568531,0.0,0.00751279835117,0.0,0.0,0.00140679186024,0.000504143428805,0.0,0.0,0.00297741743392,0.0,0.0,0.0,0.00426918323784,0.00105974969721,0.000201965800458,0.0,0.0,0.0,0.0046549391069
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000158579130986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales];f__Brachyspiraceae;g__Brachyspira",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000378890392422
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119840851349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__",0.0,0.00114237359848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00150075037519,0.0,0.0,0.0,0.0,0.0,0.000121098362145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__;g__",0.0,0.000486566532685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales];f__[Cerasicoccaceae];g__",0.0,0.000888512798815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
