"","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control"
"Unassigned;Other;Other;Other;Other;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000155096470004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406559154357,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__ruminis",0.0,0.0,0.00220880577235,0.0,0.0,0.0,0.0,0.000942231464033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000110526548477,0.0715787260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__zeae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000586541537805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00755378419548,0.0,0.0,0.00147151566113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000224820143885,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__",0.000878621635522,0.000418033986163,0.0,0.0,0.0,0.0,0.00114516055151,0.0,0.0,0.0,0.0,0.00807827663432,0.0,0.0,0.0,0.0,0.0,0.00186115764005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000203279577178,0.000224820143885,0.000207047910887,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__",0.00302160123436,0.00129590535711,0.000589014872626,0.000190331176247,0.000187215276767,0.00522790736736,0.000870322019147,0.00243680551043,0.00188175078093,0.00389845454124,0.0,0.00575877146209,0.00118796198522,0.0494125993782,0.00355722073712,0.00360316548035,0.0114042463738,0.0110428686643,0.00697164342786,0.0,0.0,0.000227035372111,0.00742675872364,0.000377964660304,0.00025139840362,0.00111803767448,0.00275404676259,0.00625284690877,0.000568464435444,0.000305289134251
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__anginosus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116025432775,0.0,0.0,0.0,0.000396469336227,0.000336778294639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__",0.00381450368592,0.000961478168175,0.00504869890822,0.000304529881995,0.0,0.0,0.000458064220604,0.0026642406914,0.000790335327989,0.00833062607324,0.0,0.00127972699158,0.00026399155227,0.00108507397283,0.00204171841125,0.0,0.00102480554972,0.000682424468019,0.000287221264818,0.0,0.00290637326137,0.000136221223267,0.000111961186789,0.000314970550254,0.0,0.000237159506708,0.00188286870504,0.0,0.0,0.000992189686315
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other;Other",0.000192868163895,0.000167213594465,0.000357616172666,0.00102778835173,0.0,0.000755842029016,0.000732902752966,0.000389888881669,0.000225810093711,0.000487306817654,2.42388985844e-05,0.000533219579823,0.000615980288631,0.0,0.000315729651224,8.84212387816e-05,0.000183939457641,0.0,2.61110240744e-05,0.0,0.0,4.54070744222e-05,3.73203955962e-05,0.0,0.0,0.0,2.81025179856e-05,0.0,0.0,2.54407611876e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__",0.00930053145894,0.0137115147461,0.0381807854934,0.0307194518462,0.000644852619974,0.0142140292679,0.0409051348999,0.030151406849,0.00278499115577,0.0290527683668,0.00925925925926,0.00194625146635,0.0606740584301,0.00724078208793,0.0623039845082,0.011317918564,0.0111151986546,0.000992617408028,0.037573763643,0.0140052519695,0.00598574493115,0.145847523044,0.0366486284755,0.0162209833381,0.034441581296,0.0534625287979,0.0599145683453,0.0122572363245,0.0129088798882,0.0105579158928
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__",0.0,0.000271722091006,0.0185750047332,0.0186524552722,0.0,0.000881815700519,0.0262470798406,0.000324907401391,0.0,0.000208845778995,0.000145433391507,0.000213287831929,0.0035198873636,0.0,0.00926140310257,0.0,0.000814589026697,0.000186115764005,0.000208888192595,0.000500187570339,0.0,0.00608454797257,0.000634446725135,0.00113389398091,0.0,0.0356078059358,0.00463691546763,0.0,0.0098060115114,0.00200982013382
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella;s__",0.0,0.0,0.0,0.0,0.0,0.000104978059586,0.000229032110302,0.0,0.0,0.0,0.0,0.0,0.000131995776135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000135519718119,0.000196717625899,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other;Other",0.00064289387965,0.000836067972326,0.0453120727013,0.0143890369242,0.0,0.0214995066031,0.0314690119555,0.00428877769836,0.00538180723345,0.0163595860213,0.00201182858251,0.00911805481497,0.0161474832805,0.00665651148718,0.007051295544,0.0019231619435,0.0025488753416,0.00759972703021,0.0114627395686,0.0,0.0112794962286,0.00222494664669,0.000261242769173,0.000818923430659,0.00062849600905,0.00128743732213,0.00309127697842,0.0,0.00139747507047,0.00557152670008
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__",0.00525030001714,0.00158852914742,0.0554305067632,0.00559573658165,0.00671894826618,0.0119674987928,0.0144748293711,0.012378971993,0.000526890218659,0.0226249593911,0.00201182858251,0.0125039991468,0.00497184090109,0.0107046720781,0.00136816182197,0.000729475219948,0.00572840025226,0.0210310813326,0.00890385920936,0.000791963653037,0.00484395543561,0.00363256595378,0.00220190334018,0.00529150524426,0.00257683363711,0.00260875457379,0.00306317446043,0.0,0.00168170728819,0.0127712621162
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00220573977118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__",0.00038573632779,0.000710657776477,0.00046279739992,0.000190331176247,0.0,0.0015956665057,0.0,0.0,0.0,0.000580127163874,0.00373279038201,0.00023994881092,0.00206793382612,0.00231621559585,0.000105243217075,0.000773685839339,0.00112991381123,0.0,0.00355109927411,0.000416822975282,0.000380596498512,0.000363256595378,0.0117559246128,0.0,0.0104330337502,0.0,0.0042996852518,0.0,0.000852696653166,0.00124659729819
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__",0.0,0.0,0.00109388476345,0.0,0.0,0.000167964895337,0.000137419266181,0.0,0.0,0.000116025432775,0.0,0.000133304894956,0.000219992960225,0.0,0.0,0.0,0.0,0.000155096470004,0.000182777168521,0.0,0.000622794270293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000178085328313
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127139808382,0.0,0.0,0.0,0.000271039436238,0.000309127697842,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000337230215827,0.0,0.000402662308439,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000806501644023,0.0,0.00112542203326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037223152801,0.0,0.0,0.0,0.000136221223267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other;Other",0.0807046116921,0.0284681144577,0.0267581042136,0.0311762466692,0.0249828385996,0.0436918683995,0.0515322248179,0.0309961660927,0.0330435437131,0.050633498863,0.0476294357184,0.0310333795457,0.0305350228793,0.00421509504831,0.0117240943821,0.00890843980724,0.0314273701913,0.00248154352007,0.0169460546243,0.00433495894294,0.00612414365788,0.00703809653544,0.0189214405673,0.0121263661848,0.0123185217774,0.0118240954059,0.0115782374101,0.0161497370492,0.0108718823279,0.014246826265
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__",0.373628493057,0.195451790231,0.0313860782128,0.0691282832128,0.114450939197,0.206029939743,0.0491044844487,0.0997790629671,0.221331526853,0.237596881236,0.256350591429,0.106803881839,0.160198873636,0.0957995117167,0.0837736007914,0.156925593528,0.110889215892,0.0257149947267,0.153219489268,0.0463090325539,0.0258805618988,0.0316487308723,0.1533868259,0.0354341869035,0.118408648105,0.0584767583683,0.0550528327338,0.201995941861,0.0955020251546,0.102322741496
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__",0.0,0.00300984470037,0.000189326209058,0.00319756376094,0.0,0.000629868357513,0.000183225688241,0.00168951848723,0.0132475254977,0.00408409523368,0.00307834012022,0.0,0.00466385075678,0.00926486238341,0.000862994380012,0.00417790353243,0.00157662392264,0.000217135058006,0.00279387957596,0.00187570338877,0.0,0.000136221223267,0.00768800149282,0.0,0.00025139840362,0.00294755386909,0.00193907374101,0.00488633069692,0.00315024041308,0.0028748060142
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;Other",0.0148722784159,0.00969838847898,0.00662641731704,0.00510087552341,0.0,0.0186650989943,0.0732902752966,0.00974722204172,0.0185540626999,0.020907782986,0.000242388985844,0.00735843020156,0.0370468145019,0.0,0.01719674167,0.0166231928909,0.00338974143368,0.000248154352007,0.0110971852316,0.0038347713726,0.00155698567573,0.00186169005131,0.00925545810786,0.000787426375634,0.00025139840362,0.00603062745629,0.00812162769784,0.000911010807901,0.0010895568346,0.00534255984939
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__",0.137686439225,0.110423677445,0.0618886341166,0.0696992767415,0.255528051089,0.0587457221441,0.0997205808254,0.0880499057769,0.195513906138,0.13505360375,0.205715532286,0.0610536418897,0.0931890179514,0.135822047868,0.0495485065987,0.189066713825,0.083981500946,0.249705316707,0.0678886625933,0.0802384227419,0.0233201854543,0.0111247332334,0.16618772159,0.0127878043403,0.0510967255358,0.0486176988752,0.0294514388489,0.418775104559,0.0481536748857,0.0438344315262
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum",0.0,0.0,0.0,0.0,0.0,0.0,4.58064220604e-05,0.0,0.0,0.0,0.0,2.66609789911e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta",0.0,0.0,0.0,0.0,0.00538763963139,0.0,0.0,0.0,0.000564525234278,0.0,0.00247236765561,0.00743841313853,0.0,0.000125200843019,0.0,0.00103894955568,0.000499264242169,0.0159749364104,0.0,0.000166729190113,0.0,0.0,0.0,0.0,0.00106844321539,0.0,0.0,0.000207047910887,0.0,0.000152644567125
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;Other",0.0,0.0,0.0339314639123,0.00354015987819,0.0,0.000545885909845,0.000183225688241,0.0,0.0,0.0,0.0,0.0,0.0161914818726,0.0,0.0123976509714,0.0,0.00128757620349,0.0,0.00232388114262,0.0,0.00058819458861,0.0004086636698,0.0,0.000377964660304,0.0,0.0,0.00179856115108,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__",0.0177438710783,0.0147984031102,0.0223825651598,0.0187285877427,0.00597008715911,0.0140670599845,0.0243690165361,0.0251478328676,0.0232584396523,0.0165452267137,0.0200455691293,0.0163431801216,0.0218673002464,0.00742858335246,0.0188385358564,0.0246253150007,0.0152406979189,0.0124387368943,0.0193482688391,0.00175065649619,0.00716213410837,0.00758298142851,0.037432356783,0.0251031528552,0.0213060147068,0.0240547499661,0.0151191546763,0.0381382251853,0.0126009616523,0.0114483425344
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus",0.0,0.0,0.000294507436313,0.000761324704987,0.0,0.00705452560415,0.000320644954423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570628722979,0.0,0.00601744797141,0.0,0.00898219228158,0.0,0.0,0.00358715887935,0.0,0.00217329679675,0.0,0.0,0.0178450989209,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;Other",0.00327875878622,0.00292623790314,0.000799377327135,0.00631899505139,0.00861190273126,0.00262445148964,0.0070541889973,0.00763532393268,0.0119302999511,0.00204204761684,0.0,0.00794497173936,0.00316789862724,0.0,0.00273632364394,0.00630001326319,0.0033634643683,0.0,0.00302887879263,0.0,0.00356376721334,0.00222494664669,0.00283635006531,0.00173233802639,0.00421092326064,0.00108415774495,0.00241681654676,0.0,0.00265283403207,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__",0.0118078175896,0.0063959199883,0.00540631508088,0.0281690140845,0.0071973873068,0.00287639883264,0.000366451376483,0.00880499057769,0.00376350156185,0.0179607369935,0.0117073880163,0.0134904553695,0.0112636395635,6.26004215095e-05,0.00498852848934,0.0418895618728,0.00769918015556,0.0112910230163,0.00788552927046,0.0129215122338,0.00328696975988,0.00467692866549,0.0101511476022,0.00314970550254,0.0147696562127,0.0085377422415,0.00635116906475,0.0337488094745,0.00161064923376,0.00844633271427
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__",0.0,0.00357419058169,0.000483833645371,0.000304529881995,0.0130426642814,0.0,0.0,0.000487361102086,0.000978510406082,0.0,0.0,0.000133304894956,0.0189633931714,0.0,0.0,0.0,0.00128757620349,0.0,0.0,0.0,0.0,0.000136221223267,0.0,0.000283473495228,0.00012569920181,0.000372679224827,0.00969536870504,0.0,0.000378976290296,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__",0.0172938453626,0.0291787722342,0.00544838757179,0.0057860677579,0.0427890915899,0.0134371916269,0.00141999908387,0.0272597309767,0.0585224492868,0.0032487121177,0.0017209617995,0.00989122320572,0.00554382259768,0.00699038040189,0.0214696162832,0.00486316813299,0.0084612150515,0.000186115764005,0.0134210663742,0.00650243841441,0.00885751851083,0.00753757435408,0.00537413696585,0.00330719077766,0.0252026899629,0.00799566336902,0.0368986061151,0.0,0.01518273763,0.0124659729819
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;Other",0.00154294531116,0.00570616391113,0.0140732482067,0.000494861058241,0.00863270442868,0.0193579541876,0.00412257798543,0.00454870361947,0.0133604305446,0.0011834594143,0.00113922823347,0.00154633678149,0.00769975360788,0.00465329799887,0.0094508408933,0.0014147398205,0.00491381122556,0.0,0.0187477152854,0.00183402109124,0.000553594906927,0.00231576079553,0.000335883560366,0.000976408705786,0.000565646408145,0.000372679224827,0.0304350269784,0.000331276657419,0.00113692887089,0.0150100491007
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__",0.00445739756558,0.00148402065088,0.00136735595431,0.00140845070423,0.0342187922534,0.0014696928342,0.000274838532362,0.000194944440834,0.014301305935,0.00271499512693,0.00118770603064,0.00135970992855,0.00910770855333,0.00137720927321,0.00204171841125,2.21053096954e-05,0.00612255623292,0.0,0.00762441902971,0.00270934933934,0.0012109888589,0.00240657494438,7.46407911924e-05,0.0047245582538,0.00037709760543,0.000304919365768,0.00264163669065,0.0,7.10580544305e-05,0.000915867402753
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis",0.0,2.09016993082e-05,0.000189326209058,0.0,0.000187215276767,0.000104978059586,0.0,0.0,0.00026344510933,2.3205086555e-05,0.0,0.0,8.79971840901e-05,0.0,2.10486434149e-05,0.0,2.62770653773e-05,0.0,0.000339443312967,0.0,0.0,0.0,0.0,0.0,6.2849600905e-05,0.0,0.000112410071942,0.0,0.0,0.00338362123795
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];Other",2.14297959883e-05,0.0,0.0,0.0,0.0,2.09956119171e-05,0.0,9.74722204172e-05,3.76350156185e-05,2.3205086555e-05,0.000242388985844,7.99829369734e-05,8.79971840901e-05,6.26004215095e-05,0.0,8.84212387816e-05,0.0,0.000217135058006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__",0.00653608777644,0.0119766737036,0.0126007110251,0.026874762086,0.00956878081251,0.0152638098637,0.00229032110302,0.0374943141205,0.0268714011516,0.018981760802,0.0394366879969,0.0985123173723,0.0321629707849,0.0544832335204,0.00985076511819,0.0239621557098,0.0245953331932,0.0388051367951,0.0184343829965,0.00375140677754,0.00380596498512,0.00526722063297,0.0116066430304,0.00330719077766,0.0184777826661,0.00633554682206,0.00792491007194,0.0486562590583,0.0238518202705,0.00073778207444
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus",0.00407166123779,0.0025709090149,0.00136735595431,0.00182717929197,0.0187839327689,0.000167964895337,0.00352709449865,0.00107219442459,0.000301080124948,0.000162435605885,0.00530831878999,0.00639863495788,0.0,0.0634350937963,0.0,0.0229453114638,0.00825099852848,0.000124077176003,0.00133166222779,0.00629402692676,0.000345996816829,0.000681106116333,0.00149281582385,0.000220479385177,0.0011941424172,0.00152459682884,0.0,0.00351981448507,0.0,0.00417228483476
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__torques",4.28595919767e-05,0.000104508496541,0.0,0.000380662352493,0.000395232250952,0.0,0.000183225688241,0.000487361102086,0.000413985171804,0.0,0.000969555943378,0.00162631971846,0.000439985920451,0.0013146088517,0.0,0.00163579291746,5.25541307547e-05,0.00235746634407,0.0,0.0,0.0,0.0,0.0,0.0,0.000188548802715,0.0,0.0,0.0,0.000260546199578,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129962960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000465289410013,0.0,0.000416822975282,0.0,0.000181628297689,0.0,0.000220479385177,0.0,0.0,0.000140512589928,0.0,0.000213174163291,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4;s__",0.0,0.0,0.000420724909018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000395987328405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__",0.0,0.0,0.00180911710878,0.000989722116483,0.0,0.00188960507254,0.00261096605744,0.000324907401391,0.000338715140567,0.00127627976052,0.000145433391507,0.000613202516796,0.00167194649771,0.000271268493208,0.000673556589278,0.000110526548477,0.000210216523019,0.00071344376202,0.00125332915557,0.0,0.00128018822227,0.000227035372111,0.0,0.0,0.00012569920181,0.000135519718119,0.000196717625899,0.0,0.000165802127004,0.000686900552065
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other;Other",0.0,4.18033986163e-05,0.000673159854429,0.000304529881995,0.0,0.0,0.0,0.000162453700695,0.0,0.0,0.0,0.0,0.000307990144315,0.0,0.000210486434149,0.0,0.0,0.000124077176003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.10580544305e-05,0.000178085328313
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__",0.071746956969,0.205944443283,0.270210572817,0.248724781119,0.246063278764,0.161456255643,0.18986761944,0.202027422185,0.0996951563735,0.115955817515,0.00647178592205,0.0605204223099,0.186510031679,0.00342215637585,0.207750110505,0.118241301561,0.0881858314063,0.00635895527018,0.17687607708,0.175274061106,0.117431319632,0.377151160151,0.0767307333458,0.163595703802,0.243416504305,0.459242444776,0.406699640288,0.0385937305893,0.15947796016,0.424657185743
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106643915965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158392730607,0.0,0.0,0.000186601977981,0.0,0.000439947206335,0.000779238379184,0.0,0.000372686239596,0.00198962552405,0.000457933701376
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii",0.0206368935368,0.0834813870368,0.0107074489345,0.00993528740008,0.0,0.117449453064,0.0100774128533,0.0807394892456,0.105603853826,0.0777370399592,0.0,0.0809160712381,0.0712337205209,0.115330843228,0.0189016817866,0.0777885848181,0.054735127181,0.000279173646008,0.0785941824638,0.0541869867867,0.0537679053353,0.0886800163465,0.0670647508864,0.0304261551545,0.0508453271322,0.00846998238244,0.0512027877698,0.00633566607313,0.0223122290912,0.0535273615387
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__",0.00402880164581,0.0116213448153,0.0430401581926,0.0150361629235,0.0041603394837,0.00617270990363,0.015161925702,0.0117291571902,0.00620977757706,0.00591729707152,0.00782916424278,0.00341260531087,0.00761175642379,0.000333868914717,0.00968237597087,0.00837791237455,0.00186567164179,0.0185495378125,0.00496109457413,0.0197990913259,0.00577814684105,0.0209780683831,0.0140324687442,0.0100160634981,0.0212431651059,0.0132131725166,0.0291704136691,0.00716385771668,0.0149932494848,0.019665708398
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;Other",4.28595919767e-05,0.000146311895157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027846103866,0.000387822377351,0.0,0.000659978880676,0.0,0.00119977267465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000135519718119,0.0,0.0,0.0,2.54407611876e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__",0.0233799074233,0.0916539514663,0.0261059806046,0.0085649029311,0.0174110207393,0.00995192004871,0.023498694517,0.0428552862434,0.0164088668097,0.035666218035,0.119085708745,0.000586541537805,0.125263991552,0.000292135300378,0.127386389947,0.00366948140943,0.0158187933572,0.00303989081209,0.125750691942,0.030219665708,0.00342536848661,0.0415928801707,0.019966411644,0.016189486283,0.0177235874552,0.114785201247,0.0406643435252,0.0127955608928,0.118003742391,0.0534764800163
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii",0.0,0.00022991869239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000145433391507,0.0,0.000131995776135,0.0,0.000189437790734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000304919365768,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens",0.0,0.0,0.00191429833603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000103799045049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266627884429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus;s__",0.00593605348877,0.0,0.0,0.0,0.0,0.000125973671503,0.0,0.00601078692573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145302638151,0.0,0.00132287631106,0.0,0.0,0.00129271582734,0.0,0.00312655439494,0.0110921718778
