"","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control"
"Unassigned;Other;Other;Other;Other;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000155096470004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406559154357,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__",0.0,0.0,0.0156088941246,0.0,0.00222578162378,0.00237250414663,0.0,0.0127688608747,0.0,0.00473383765721,0.00812003102579,0.00122640503359,0.0,0.0108298729211,0.00311519922541,0.0,0.017894681522,0.0,0.00838163872787,0.00333458380226,0.000207598090098,0.0186169005131,0.0186975181937,0.00377964660304,0.00471372006788,0.00179563626508,0.0178169964029,0.0,0.00395556502996,0.0184191110998
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000726513190755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera;s__",0.0,0.0,0.0346466962577,0.0,0.0,0.0,0.0,0.0,0.00112905046856,0.0,0.0,0.0,0.0,0.000125200843019,0.000420972868299,0.0,0.00433571578726,0.0,0.0,0.0,0.0,0.00376878717704,0.00261242769173,0.00551198462944,0.0,0.0,0.00132081834532,0.0,0.0020133115422,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00245677029198,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__",0.00465026572947,0.00376230587547,0.0,0.0029311001142,0.0,0.0084612316026,0.000732902752966,0.0,0.00496782206165,0.000533716990764,0.0,0.0146368774661,0.00492784230905,0.0,0.000884043023427,0.00888633449755,0.000183939457641,0.0229232582666,0.0,0.0,0.0119368901806,0.00381419425146,0.0,0.0,0.0,0.00433663097981,0.00207958633094,0.0027330324237,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar",0.000150008571918,0.0,0.0,0.0,0.000124810184511,0.000230951731088,0.0,0.000129962960556,0.0,0.000394486471435,0.0,0.000399914684867,0.0,0.00763725142416,0.0,0.0,0.00176056338028,0.000248154352007,0.0,0.0,0.000415196180195,0.0004086636698,0.000261242769173,0.0,0.00012569920181,0.0,0.00070256294964,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__",0.0,0.00110779006333,0.00927698424385,0.00392082223068,0.0,0.00195259190829,0.00714580184142,0.00302163883293,0.0,0.00162435605885,0.00237541206128,0.000133304894956,0.00259591693066,0.0,0.00145235639563,0.000309474335735,0.000341601849905,0.00167504187605,0.00174943861298,0.000666916760452,0.0,0.000681106116333,0.001940660571,0.0021103026867,0.00025139840362,0.00298143379862,0.000814973021583,0.000786782061369,0.000994812762027,0.00178085328313
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.000183225688241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000331604254009,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023205086555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000187801264529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas;s__",0.0,0.0,0.0,0.000266463646745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus;s__",0.0,0.0,0.0,0.000190331176247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000556922077319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000188548802715,0.0,0.0,0.0,0.0,0.000127203805938
"k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00104436271171,0.0,0.0,0.0,0.000203279577178,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;Other;Other",0.0,0.0,0.00023139869996,0.000114198705748,0.000436835645789,0.000230951731088,0.0,0.000487361102086,0.0,0.000116025432775,0.000315105681598,0.0,0.0,0.000292135300378,0.0,0.000751580529643,0.0,0.000217135058006,0.000234999216669,0.000791963653037,0.0,0.000136221223267,0.000223922373577,0.0,0.00037709760543,0.000508198942946,0.0,0.0,0.000663208508018,0.00119571577582
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__",0.0272587004972,0.0115377380181,0.00159875465427,0.000647125999239,0.0532939487862,0.00243549098238,0.000503870642664,0.0014945740464,0.0130593504196,0.00754165313037,0.000557494667442,0.0201557001173,0.00140795494544,0.00202408029547,0.0036624639542,0.00789159556125,0.00593861677528,0.00468391339413,0.0188782704058,0.00646075611688,0.00297557262473,0.000272442446533,0.0188467997761,0.0,0.00584501288417,0.0134842119528,0.00404676258993,0.00260880367717,0.000118430090717,0.000508815223751
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__p-1630-c5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00638532688669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__",0.0,0.0,0.045438290174,0.0406928054815,0.0,0.0,0.0373780404013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118246794198,0.0,0.0,0.0,0.0,0.00749216727966,0.0,0.013701218936,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__",0.0,0.000146311895157,0.0,0.0,0.00110248996318,0.000251947343005,0.0,0.000194944440834,0.000225810093711,0.00018564069244,0.0113922823347,0.000213287831929,0.000131995776135,0.0,0.000315729651224,0.00205579380167,0.000210216523019,0.000837520938023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00152459682884,0.000814973021583,0.0,0.000805324616879,0.000864985880378
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000140512589928,0.0,0.000639522489874,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__biforme",0.0,0.0,0.0,0.0,0.0,0.0061307186798,0.0177728917594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271442085348,0.0,0.0,0.0,0.00781952806034,0.0,0.0,0.00333868783269,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__dolichum",0.0,0.000689756077169,0.000147253718156,0.00312143129045,0.00509641586753,0.0,0.000320644954423,0.0,0.000338715140567,0.0,0.0024966065542,0.00157299776048,0.000131995776135,0.000166934457359,0.0,0.0052831690172,0.000604372503679,0.0102984056083,0.000626664577785,0.00466841732316,0.0,0.0,0.000223922373577,0.0,0.00050279680724,0.000135519718119,0.000421537769784,0.00165638328709,0.000213174163291,0.000254407611876
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000923970432946,0.0,0.000610410659033,0.0,0.0,0.0,0.0,0.0,0.0,0.000499477818644,0.000186601977981,0.0,0.0,0.000609838731535,0.000309127697842,0.000165638328709,0.000284232217722,0.0
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__",0.0,0.0,0.0,0.000456794822992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024219777178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__;s__",0.0,0.0,0.0,0.000228397411496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.000274838532362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203279577178,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105108261509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__",0.0,0.0,0.0,0.0,0.0,0.000839824476684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000472987176792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000315324784528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000157662392264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__;s__",0.0,0.0,0.00157771840882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__",0.007350420024,0.00441025855402,0.00288196562677,0.00182717929197,0.0,0.00428310483109,0.0,0.0157580089674,0.00485491701479,0.0102102380842,0.000896839247625,0.00527887384025,0.0,0.00536276944265,0.00261003178345,0.0136831867014,0.00436199285264,0.035889323159,0.00801608439083,0.0105039389771,0.0225243927756,0.00998955637288,0.00649374883374,0.0019843144666,0.0651121865376,0.00254099471473,0.00266973920863,0.00227752701975,0.0148748193941,0.00501182995395
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36860181435e-05,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000181628297689,0.0,0.000283473495228,0.0,0.000271039436238,0.0,0.0,0.0005447784173,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105108261509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Hydrogenophilus;s__",0.0,0.0,0.0,0.0,0.0,0.000230951731088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131385326887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124077176003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__",0.0,0.000271722091006,0.00046279739992,0.0,0.0,0.0,0.000595483486785,0.000649814802781,0.000451620187422,0.000603332250429,0.000993794841962,0.00069318545377,0.0,0.0,0.000568313372203,0.00139263451081,0.0,0.00279173646008,0.0,0.00279271393439,0.000345996816829,0.000862734414022,0.000821048703116,0.000850420485685,0.0024511344353,0.00155847675837,0.00101169064748,0.000372686239596,0.00213174163291,0.00264583916351
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.00164903119417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128396724831,0.0,0.0,0.000124077176003,0.0,0.0,0.0,0.000181628297689,0.0,0.00160634980629,0.0,0.0,0.0033160971223,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio;s__",0.00272158409052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106643915965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__",0.00120006857535,0.0,0.0,0.00190331176247,0.00160173070123,0.000209956119171,0.0,0.0,0.0,0.0011834594143,0.0,0.0267676229071,0.0,0.000688604636605,0.000231535077564,0.0,0.000630649569056,0.0,0.00832941667972,0.000291776082698,0.000761192997024,0.000227035372111,0.000186601977981,0.00214179974172,0.00050279680724,0.00155847675837,0.00160184352518,0.00405813905338,0.000829010635022,0.000254407611876
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129962960556,0.0,0.0,0.0,0.000639863495788,0.0,0.0,0.0,0.0,0.0,0.0,0.000130555120372,0.0,0.000899591723756,0.00762838850293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000324907401391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000156666144446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae",0.000171438367907,0.0,0.000210362454509,0.0,0.0,0.0,0.0,0.00315160179349,0.0,0.00259896969416,0.0,0.000666524474779,0.0,0.00208668071698,0.0,0.0,0.00294303132226,0.000992617408028,0.000261110240744,0.000291776082698,0.0089267178742,0.000136221223267,0.000223922373577,0.0,0.000565646408145,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131385326887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131385326887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__acidaminiphila",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105108261509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter;s__piscolens",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111961186789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__;s__",0.0,0.000104508496541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000317849520955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__;s__",0.0,0.0,0.0,0.00186524552722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026399155227,0.0,0.0,0.0,0.000183939457641,0.0,0.0,0.0,0.0,0.000317849520955,0.0,0.0018583262465,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.00119096697357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00281523861418,0.0,0.0,0.0,0.000609838731535,0.00132081834532,0.0,0.0,0.0
"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales];f__[Cerasicoccaceae];g__;s__",0.0,0.0,0.0,0.000418728587743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila",0.0,0.00209016993082,0.0,0.000114198705748,0.0,0.0,0.00201548257066,0.000519851842225,0.0,0.0,0.0,0.0,0.000219992960225,0.0,0.00886147887769,0.0,0.0,0.0,0.000261110240744,0.0105873035722,0.0,0.00631158334469,0.0,0.0,0.0,0.00233771513755,0.015653102518,0.0,0.00296075226794,0.0
