"","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD","ADHD"
"Unassigned;Other;Other;Other;Other;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000242196724289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__iners",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00142198066106,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__ruminis",0.0,0.0,0.0,0.0054981418317,0.0,0.0179857765543,0.0,0.0,0.0,0.0,0.0,0.000132240148109,0.0,0.0,0.0,0.000311586213508,0.0,0.0,0.0,0.0070022325959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__zeae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000412041301081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000467374652715,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00107438538836,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__",0.0,0.0,0.000149370775608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__",0.0,0.0,0.000224056163412,0.0,0.0,0.0,0.0,0.000190294957184,0.0,0.000169664065151,0.0,0.000132240148109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406559154357,0.0,0.0,0.0,0.000221196991721,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__",0.00664629658541,0.00243283266342,0.010269240823,0.00318179504149,0.00393066967739,0.001972929571,0.000722724987431,0.0069774817634,0.00846604056077,0.00232682146493,0.0142942623496,0.00299744335714,0.000187593796898,0.000163580448865,0.00831836657529,0.0,0.0,0.00371032018689,0.0,0.0,0.000271039436238,0.000449387709246,0.00312878482035,0.0,0.000821588826392,0.000921115655282,0.0073741334095,0.000297699594046
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__",0.00196266476348,0.00194626613074,0.0,0.00341088428448,0.000815404879885,0.000596467079605,0.0,0.000222010783381,0.000136109976861,0.00155121430995,0.0205106043481,0.0,0.000312656328164,0.0,0.0,0.0,0.0,0.0,0.000999061487693,0.0,0.0,0.00252780586451,0.0,0.000269287733944,0.0,0.0,0.000363513618778,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other;Other",0.000178424069407,0.000211550666385,0.00018671346951,0.0,2.09078174329e-05,0.0,0.0,6.34316523945e-05,0.000408329930584,0.0,0.000132969882322,0.000132240148109,0.0,0.000588889615913,0.0,0.0,0.0,4.58064220604e-05,3.02745905362e-05,0.0,0.0,0.0,0.0,0.0,6.31991404917e-05,3.68446262113e-05,5.19305169683e-05,2.70635994587e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__",0.0215001003635,0.0616035540512,0.000224056163412,0.0357633762664,0.000334525078927,0.0276668960771,0.0039592760181,0.0294957183635,0.0300258608956,0.000557467642639,0.00495312811648,0.0154280172794,0.0148615974654,0.0210037296342,0.0,0.0480082450506,0.012426058994,0.0110851541386,0.0844963821864,0.0012177795819,0.00779238379184,0.00134816312774,0.0192268873637,0.000538575467887,0.0177905580484,0.00799528388784,0.0502427751668,0.0354803788904
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__",0.0,0.0342500528877,0.000149370775608,0.0018327139439,0.0,0.000871759577885,0.0,0.0,0.0,0.0,0.0,0.000220400246848,0.000604468901117,0.0,0.0,0.00565648818369,0.000476398427885,0.000274838532362,0.00257334019557,0.0,0.0,0.0,0.00025232135648,0.0,0.000284396132213,0.0,0.00173967231844,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000353249899071,0.0,0.000157997851229,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other;Other",0.00981332381738,0.0113179606516,0.00097091004145,0.00285088835718,0.00689957975287,0.026611608167,0.0,0.000792895654932,0.0,0.00353870764458,0.0104713782328,0.00498104557877,0.000833750208438,0.0,0.0,0.000119840851349,0.0,0.00105354770739,0.000211922133753,0.000152222447737,0.000677598590595,0.00106729580946,0.0,0.00410663794264,0.000252796561967,0.000331601635901,0.000285617843326,0.000243572395129
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__",0.0205187679818,0.0105140681193,0.000149370775608,0.000967265692613,0.00669050157854,0.0213351686167,0.00358220211161,0.00149064383127,0.0,0.00753793203742,0.0397912372848,0.00268888301155,0.0117975654494,0.000490741346594,0.00122884960771,0.00146205838646,0.000555798165866,0.00187806330448,0.00566134843026,0.0012177795819,0.00623390703347,0.0029210201101,0.0,0.00262555540595,0.000157997851229,0.000147378504845,0.00366110144626,0.000270635994587
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__",0.00245333095435,0.000803892532261,0.00097091004145,0.00188362266456,0.00248803027452,0.00357880247763,0.0,0.0,0.00590717299578,0.00443550341752,0.0013629412938,0.0049369655294,0.00106303151576,0.000523457436367,0.0,0.00297205311347,0.0,0.00109935412945,0.00663013532742,0.0,0.00101639788589,0.00140433659139,0.000454178441663,0.0,0.00404474499147,0.000921115655282,0.0,0.00156968876861
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__",0.0,0.0,0.0,0.0,0.0,0.000321174581326,0.0,0.0,0.0,0.0,0.000299182235224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__",0.0,0.000148085466469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000239681702699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000181756809389,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000143809021619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000467374652715,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__",0.0,0.0,0.000112028081706,0.0,0.0,0.0,0.000219959778783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.000188536953243,0.0,0.000408329930584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other;Other",0.0445837143431,0.0238206050349,0.0678516748198,0.0559995927302,0.038344937172,0.0508373480156,0.00065987933635,0.0134475103076,0.0226759221451,0.0407436133598,0.0185825410545,0.00335008375209,0.020656161414,0.00369691814434,0.00781422314649,0.00831695508365,0.00726507602525,0.00760386606202,0.00802276649208,0.0143089100873,0.0111126168858,0.0019098977643,0.00267460637868,0.0134643866972,0.0130822220818,0.00537931542684,0.0175525147353,0.00506089309878
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__",0.163748689698,0.110916014385,0.294447141417,0.192333146668,0.24539505321,0.0999311768754,0.0573152337858,0.0446241674596,0.171580236831,0.169736778322,0.155973671963,0.145023362426,0.101404869101,0.0587580972322,0.0394807322683,0.0932361823498,0.0598674024376,0.0596399615226,0.0808937059126,0.0951390298356,0.124000542079,0.0646556566678,0.0702462656439,0.0927023024101,0.110377298869,0.0726207582624,0.11081972321,0.0660893098782
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__",0.00738229587171,0.000232705733023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034392196098,0.0,0.0,0.000766981448636,0.00127039580769,0.000549677064724,0.0119887378523,0.0,0.000542078872476,0.0,0.0,0.0,0.00230676862795,0.00191592056299,0.00173967231844,0.000297699594046
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;Other",0.0151214398822,0.00213666173048,0.00791665110721,0.00066181336863,0.000271801626628,0.00417526955724,0.0,0.0222327941643,0.0200626105894,0.00218139512337,0.0015291536467,0.00105792118487,0.00823328330832,0.0,0.0,0.00601601073774,0.00091309698678,0.00137419266181,0.00184675002271,0.0,0.000880878167773,0.0,0.0,0.0,0.0134298173545,0.000442135514535,0.00815309116402,0.00430311231394
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__",0.111068983206,0.0649883647133,0.201874603234,0.0992720052945,0.119592715716,0.0840100940583,0.332987682252,0.224484617824,0.141227711991,0.177129284018,0.0899873678612,0.208278233272,0.0484617308654,0.00942223385461,0.0334940290513,0.0394755764345,0.0269165111755,0.00939031652238,0.056068541673,0.0370915364319,0.0577313999187,0.0249410178632,0.0182176019378,0.0570216776626,0.057195222145,0.0579565970303,0.0290291589853,0.0523410013532
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum",2.23030086759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72219953723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta",0.0,0.0,0.0,0.0,0.00186079575153,0.0,0.00150829562594,0.000285442435775,0.0022594256159,0.00266614959523,0.000432152117545,0.00577448646742,0.0,0.0,0.000409616535904,0.0,0.0,0.0,0.0,0.00218185508423,0.00203279577178,0.0108976519492,0.000706499798143,0.000807863201831,0.000157997851229,0.00110533878634,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;Other",0.0,0.000401946266131,0.0,0.00720358397393,0.0,0.0,0.0,0.000126863304789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__",0.0203403439124,0.0118256822509,0.0256544307106,0.0200834903019,0.027911936273,0.0244092681808,0.00553041729512,0.0255946717412,0.0173404110521,0.014591109603,0.0104381357622,0.0414352464075,0.0181757545439,0.00412222731139,0.00280429782273,0.0311825895211,0.0132597562428,0.0342632037012,0.0158336108504,0.0154252080373,0.0266973844694,0.011908774295,0.0138776746064,0.0256496566581,0.0202237249573,0.00899008879555,0.0165918001714,0.0161028416779
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus",0.0,0.00150200973133,0.0,0.0101562897724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185717858929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;Other",0.0050850859781,0.00251745292998,0.0,0.00521814386804,0.00434882602605,0.00926818077541,0.0,0.0,0.0103988022322,0.0107615492753,0.0,0.0,0.00368934467234,0.00248642282274,0.00094526892901,0.00424236613777,0.000793997379809,0.000916128441207,0.00163482788895,0.00284148569109,0.0,0.0,0.00363342753331,0.00552039854585,0.00710990330532,0.000184223131056,0.00142808921663,0.000703653585927
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__",0.00956799072195,0.00867357732177,0.00713245453527,0.0117853688337,0.015262706726,0.0136728607479,0.0166540975365,0.0167459562322,0.0108071321628,2.4237723593e-05,0.0166877202314,0.00273296306092,0.00566950141738,0.00032716089773,0.00554557771686,0.00299602128374,0.0020643931875,0.0,0.00647876237474,0.00365333874569,0.00155847675837,0.0137624985957,0.0115058538555,0.000673219334859,0.00527712823106,0.00552669393169,0.0031158310181,0.00043301759134
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__",0.000111515043379,0.000486566532685,0.0,0.0,0.0,0.00013764624914,0.0,0.0,0.0,0.0,0.0,0.000132240148109,0.00223028180757,0.000229012628411,0.0,0.000838885959446,0.000476398427885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__",0.00735999286304,0.00949862492067,0.0,0.00679631420862,0.0550711911184,0.0020646937371,0.0,0.0366317792578,0.00378385735674,0.00719860390712,0.0,0.0172352993035,0.0045647823912,0.000490741346594,0.0,0.0149321700781,0.000119099606971,0.0232696624067,0.00862825830281,0.00461741424802,0.0325924922076,0.0151106617234,0.0179148163101,0.00451056954356,0.00887947923908,0.0180538668435,0.0882559135876,0.0144248985115
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;Other",0.00682472065482,0.00444256399408,0.00097091004145,0.00544723311103,0.0244412385791,0.00399174122505,0.0,0.0334919124643,0.0188376207976,0.0385622182365,0.0201449371717,0.000661200740545,0.0,0.000490741346594,0.0,0.00769378265663,0.0,0.0373322339792,0.00647876237474,0.0,0.000135519718119,0.0159532636782,0.0,0.00821327588528,0.00107438538836,0.00593198482001,0.0063874535871,0.00625169147497
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__",0.00446060173517,0.00871588745505,0.00365958400239,0.0011963549356,0.00127537686341,0.00555173204864,0.0,0.00802410402791,0.00160609772696,0.0146395850502,0.0018615783525,0.00370272414705,0.000187593796898,0.00274815154093,3.15089643003e-05,0.00412252528642,0.0,0.00389354587513,0.0053586025249,0.00177592855693,0.000542078872476,0.0162903044602,0.00186717803795,0.00949239262152,0.000537192694179,0.00899008879555,0.00062316620362,0.00349120433018
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis",2.23030086759e-05,2.11550666385e-05,0.0,2.54543603319e-05,0.000209078174329,0.0,0.0,0.000190294957184,0.000163331972234,0.00024237723593,9.97274117412e-05,0.0,0.0,0.0,0.0,4.79363405398e-05,0.0,9.16128441207e-05,0.0,0.0,0.0,0.000674081563869,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];Other",0.0,0.0,0.0,0.0,4.18156348659e-05,0.0,0.0,0.0,0.0,0.0,3.32424705804e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__",0.0144969556393,0.0123757139835,0.0596736248553,0.0315634068116,0.0449308996634,0.0149575590732,0.000879839115133,0.00136378052648,0.0188103988022,0.0210141063551,0.0249983378765,0.0139733756502,0.0173211605803,0.000523457436367,0.00223713646532,0.0169694645511,0.00686807733534,0.000916128441207,0.00457146317096,0.0166937284352,0.0081989429462,0.0144365801595,0.0301271699637,0.0172344149724,0.0351387221134,0.00777421613058,0.000233687326357,0.00300405953992
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus",0.00760532595847,0.0,0.00365958400239,0.00297816015884,0.0147818269251,0.00289057123193,0.0503079436903,0.00145892800507,0.00152443174085,0.00412041301081,0.0102719234093,0.00846336947897,0.000375187593797,0.000229012628411,0.0183697261871,0.0,0.000396998689904,0.0,0.000333020495898,0.002892226507,0.019379319691,0.0121334681496,0.00176624949536,0.0136663524976,0.00236996776844,0.00132640654361,0.000233687326357,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__torques",0.0,0.0,0.000112028081706,0.00053454156697,0.0,0.0,0.0,0.0,0.0,0.000363565853895,0.00076457682335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000813118308714,0.0,0.0,0.0,0.000189597421475,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119840851349,0.0,0.000183225688241,0.000242196724289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__",0.0,0.0,0.0,0.00053454156697,0.0,0.0,0.0,0.0,0.0,0.0,0.00189482082308,0.0,0.0,0.0,0.0,0.000671108767557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4;s__",0.000111515043379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__",0.000490666190869,0.000888512798815,0.000149370775608,0.000305452323983,0.000564511070689,0.00229410415233,0.0,0.0,0.0,0.0,0.00083106176451,0.000484880543066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039321424559,0.0,0.00033660966743,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000126035857201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000126398280983,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other;Other",0.000111515043379,0.000148085466469,0.0,0.00012727180166,0.0,0.000183528332186,0.0,0.0,0.0,0.0,0.0,0.0,0.000125062531266,0.0,0.0,0.000479363405398,0.0,0.0,0.000484393448579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000934749305429,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__",0.191605147534,0.275565898033,0.0275589080996,0.176958713028,0.132681009429,0.203303509979,0.15670563097,0.16663495084,0.211378794066,0.0201657860294,0.0803138089223,0.178744600194,0.133108220777,0.110776679971,0.00107130478621,0.24778294425,0.133867958236,0.195593422198,0.237837183252,0.00685001014816,0.0782626372137,0.0899337153129,0.126917642309,0.0304295139356,0.0863300259116,0.182159831989,0.169553137901,0.0941813261164
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000396720444327,0.0,0.0,0.0,0.000455395235128,0.000119099606971,0.000274838532362,0.0,0.0,0.00176175633555,0.0,0.00141299959629,0.0,0.000821588826392,0.000147378504845,0.000233687326357,0.000189445196211
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii",0.0718602939537,0.0509414004654,0.0589641136712,0.0539377895433,0.00968031947145,0.030557467309,0.00898692810458,0.0531557247066,0.0276575472982,0.163556158806,0.079150322452,0.0406858855682,0.0821243955311,0.109827913368,0.000378107571604,0.0579550357126,0.316844654413,0.141129586368,0.0750809845297,0.00771260401867,0.00494646971134,0.123862487361,0.00787242632216,0.135115120506,0.0488213360298,0.109944364614,0.0133461428609,0.147604871448
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__",0.00490666190869,0.00871588745505,0.00365958400239,0.00590541159701,0.00324071170211,0.0156457903189,0.00575037707391,0.00355217253409,0.00631550292636,0.00639875902855,0.00418855129313,0.00925681036763,0.0119643154911,0.013544461166,0.00293033367993,0.0198456449835,0.0226686251935,0.0223993403875,0.00908237716085,0.0107063121575,0.0376744816371,0.0287046399281,0.0232640290674,0.0127911673623,0.0153889907097,0.0109060093585,0.0234985589282,0.00928281461434
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000581705366232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__",0.0101701719562,0.0721599323038,0.00974644310841,0.0644249860001,0.00290618662318,0.0895618261069,0.00160256410256,0.0119885823026,0.0264870014972,0.110015027389,0.00588391729273,0.0561579828969,0.0952351175588,0.00431852385003,0.0,0.0889698480418,0.00424788598198,0.0120928954239,0.035966213557,0.000202963263649,0.0198536387044,0.0029210201101,0.00671174808236,0.0108388312912,0.0152309928585,0.0201171659114,0.0857632487731,0.0120433017591
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000581705366232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus;s__",0.0,0.0,0.00888756114866,0.0,0.00269710844885,0.0,0.0,0.000475737392959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298863405724,0.0,0.0,0.0,0.0,0.0,0.0,0.000908784046945,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__",0.00909962753976,0.0,0.00134433698047,0.000178180522323,0.00591691233352,0.00857994952971,0.00285947712418,0.0,0.00400163331972,0.0,0.0,0.00850744952834,0.0,0.0,0.0,0.0,0.0,0.000274838532362,0.00181647543217,0.00065963060686,0.0,0.00146051005505,0.0,0.0,0.000568792264425,0.00217383294646,0.0247448913354,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00227196931799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera;s__",0.0,0.0,0.00806602188282,0.00384360841012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000196296538638,0.0,0.0,0.0,0.0,0.0,0.000456667343211,0.0,0.0,0.0,0.0,0.00271756304114,0.00291072547069,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__",0.0,0.00395599746139,0.0057881175548,0.00587995723667,0.0,0.00201881165405,0.0,0.00434506818903,0.000272219953723,0.00540501236124,0.00834386011568,0.0,0.00560697015174,0.0411895570241,0.0267826196553,0.00671108767557,0.016594545238,0.00114516055151,0.0,0.0,0.0222929936306,0.0,0.0486980218006,0.00821327588528,0.00290716046262,0.0,0.0,0.00719891745602
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__",0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334889385021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar",0.000133818052055,0.000148085466469,0.0,0.0,0.000125446904598,0.0,0.0,0.0,0.0,0.0,0.00342397446978,0.0,0.0,0.000392593077275,0.0263730031194,0.0,0.0,0.00174064403829,0.0,0.0,0.0,0.0063476013931,0.000151392813888,0.0,0.0,0.0,0.000493339911199,0.000162381596752
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__",0.000468363182193,0.00114237359848,0.000373426939019,0.00150180725958,0.0,0.00555173204864,0.0,0.000951474785918,0.00141554375936,0.000872558049348,0.0,0.000528960592436,0.00168834417209,0.0,0.0,0.00234888068645,0.0,0.0,0.002088946747,0.000152222447737,0.0,0.0,0.0,0.0,0.00126398280983,0.0,0.00150598499208,0.0
