Taxon	ADHD1	ADHD2	ADHD3	ADHD4	ADHD5	ADHD6	ADHD7	ADHD8	ADHD9	ADHD10	ADHD11	ADHD12	ADHD13	ADHD14	ADHD15	ADHD16	ADHD17	ADHD18	ADHD19	ADHD20	ADHD21	ADHD23	ADHD24	ADHD25	ADHD26	ADHD27	ADHD28	ADHD29	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control22	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32
k__Bacteria;p__Firmicutes;c__Bacilli	0.00637773895472	0.00211193241816	0.000999061487693	0.000692935210558	0.000677598590595	0.0109414093133	0.00533288542695	0.0	0.00267541751144	0.00482330699501	0.00276339374627	0.00353915186753	0.000163580448865	0.000332778702163	0.00147556414888	0.00860215053763	0.0070022325959	0.00025139840362	0.00991307642119	0.0112802092195	0.000568464435444	0.00645989481966	0.000799390940236	0.0145176338869	0.0205551732049	0.00348203471942	0.000544884893066	0.00267208610892	0.00301017230641	0.0043105353906	0.00279419174568	0.000291223763859	0.00784651955319	0.00172787640602	0.00805760329162	0.00992218914826	0.00738978750396	0.0152925119424	0.000538575467887	0.000297699594046	0.000722724987431	0.00308954050107	0.00620573136656	0.0050865557554	0.000311586213508	0.00437909879416	0.00474607455728	0.0126003619994	0.0587609289903	0.00384773945307	0.00838677849038	0.0068324076523	0.0120908211577	0.0197024634745	0.00876508240962	0.000921115655282	0.000500250125063	0.0
k__Bacteria;p__Firmicutes;c__Clostridia	0.754236039487	0.941877859908	0.670339983652	0.365586317679	0.467068708497	0.800253930319	0.766003905184	0.474844733442	0.841063478461	0.827621309807	0.628136825334	0.47427794982	0.386377020219	0.693917544833	0.841809346936	0.755383149585	0.25918408768	0.657029727861	0.726159156441	0.170022371365	0.571212013548	0.848358110067	0.634335744195	0.677775704422	0.753980270704	0.407852240614	0.807564818599	0.879530315005	0.303716005813	0.736703656218	0.681462140992	0.827096291057	0.799019710962	0.87823553327	0.82003257329	0.812888401483	0.701649222962	0.445281965382	0.453951797496	0.480757780785	0.659753645048	0.463037860915	0.750925986094	0.865360836331	0.715114328172	0.795197799873	0.767985949947	0.825497749107	0.550382905912	0.569694471165	0.662010230312	0.774971347968	0.808150486178	0.558280900075	0.761223989116	0.53398916768	0.614265466066	0.62801222756
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00458860426446	0.00259591693066	0.0110199509552	0.0170399067687	0.00548854858382	0.001904477389	0.00904910873627	0.0119211370931	0.0123738059904	0.022807697901	0.0151613224457	0.0331795487581	0.00114506314205	0.0892586430024	0.00282392449182	0.0273036613584	0.000913334686422	0.00672490729684	0.0346431502957	0.000976777893311	0.0027238920865	0.00443082529297	0.044575561477	0.0194812465012	0.0418903418215	0.0273011707711	0.00840030876811	0.0136238756539	0.0107951006851	0.0159821389098	0.0559754477578	0.0599296902627	0.0474156972464	0.0162623661743	0.0272587004972	0.0197399342002	0.0542657786235	0.0160369749984	0.0199946142453	0.00192151556157	0.0199220713927	0.0384226491405	0.00217687958932	0.00573291366906	0.00704664205935	0.0260207319653	0.0112065901441	0.00784331925558	0.00248315005321	0.00109935412945	0.00488146859502	0.00220400246848	0.0227052894161	0.0219419857097	0.0104155050516	0.00305810397554	0.0540687010172	0.00242169200842
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00650951147064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888867882913	0.0	0.0	0.000456794822992	0.0	0.0	0.0	0.0	0.0	0.00024219777178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000740541268345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000368446262113	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000228397411496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0	0.0	0.000151372952681	0.0	0.0	0.0	0.000839824476684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0314897052887	0.0	0.0	0.0	0.0	0.000274838532362	0.0	0.0	0.00203279577178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000599204256747	0.00266553839645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00261003178345	0.0	0.0172262420151	0.00226778796183	0.0536658083751	0.0057881175548	0.00451405656218	0.0105039389771	0.00441025855402	0.0101071307383	0.00221569408484	0.0175061619162	0.0110580383433	0.00177481974487	0.00501182995395	0.00604328297264	0.0391211690684	0.0651121865376	0.00303074947909	0.0092636355043	0.0154432838296	0.00227752701975	0.00182717929197	0.00649374883374	0.00289057123193	0.0226079935406	0.0101711846706	0.00485491701479	0.0225243927756	0.0136831867014	0.0	0.0	0.00445968403559	0.00281203415097	0.007350420024	0.00801608439083	0.00735807167777	0.035889323159	0.0262555540595	0.0293369418133	0.0054361488185	0.0624087181216	0.0157580089674	0.00266973920863	0.00546474282153	0.00279246879628	0.00899036149616	0.0102102380842	0.00536276944265	0.00696257615318	0.00843870900735	0.00304152340651	0.00468360230107	0.00527887384025	0.0062894484466	0.00357392874249	0.00327246956812	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.00185228062051	0.0	0.00163482788895	0.00245677029198	0.0	0.000522797714627	0.0	0.00279271393439	0.000271722091006	0.000533229919046	0.0	0.00417114327245	0.00215926192501	0.00077648363838	0.00264583916351	0.000353885939839	0.0	0.0024511344353	0.00233620272347	0.0	0.00213174163291	0.000372686239596	0.0	0.000821048703116	0.000734113328745	0.00565199838514	0.00104436271171	0.000451620187422	0.000345996816829	0.00139263451081	0.00224451468096	0.0	0.00046279739992	0.00155847675837	0.0	0.0	0.000126863304789	0.00303989081209	0.0	0.00305818673884	0.0	0.00196607122795	0.000649814802781	0.00432778776978	0.0024687215378	0.0013750793315	0.000167262539464	0.000603332250429	0.0	0.0079703174385	0.000519305169683	0.000528960592436	0.0	0.00069318545377	0.000111515043379	0.00427397664051	0.000125062531266	0.00222319266346
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0	0.0	0.0	0.0	0.000203279577178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177481974487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.000231535077564	0.0	0.000877963125549	0.00214179974172	0.00189727605367	0.0	0.000209956119171	0.000583552165395	0.0	0.00121188617965	0.000721967735511	0.0	0.00140679186024	0.000147901645406	0.000254407611876	0.00185109568531	0.000304444895474	0.00106844321539	0.0032622650643	0.0523363897029	0.000829010635022	0.00405813905338	0.00190331176247	0.000410524351558	0.0	0.00640896245458	0.00799164509831	0.0	0.010587502595	0.0	0.0	0.00160173070123	0.000210362454509	0.00155847675837	0.00409309103377	0.00887774818528	0.000666032350143	0.000992617408028	0.0220815941834	0.00481732070365	0.000565610859729	0.00831367262105	0.00360647215544	0.00160184352518	0.0	0.0	0.000480879800958	0.00378242910846	0.00277528535359	0.0105354770739	0.0	0.0	0.0	0.0281806547936	0.00276557307581	0.000110533878634	0.0	0.00222319266346
k__Bacteria;p__Spirochaetes;c__[Brachyspirae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000378890392422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000111961186789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119840851349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104508496541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	0.0	0.00026399155227	0.000121098362145	0.0018583262465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186524552722	0.0	0.0	0.0	0.000635699041911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114237359848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00150075037519	0.0
k__Bacteria;p__Tenericutes;c__RF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000378843684886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00281523861418	0.0	0.0	0.0	0.00119096697357	0.0	0.0	0.000609838731535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132081834532	0.0	0.000486566532685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065245301286	0.0	0.0	0.0	0.000418728587743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000888512798815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.00886147887769	0.000219992960225	0.000877963125549	0.0	0.0	0.0	0.0	0.0105873035722	0.00209016993082	0.0	0.00236506671978	0.0068255071731	0.0	0.0	0.0	0.0	0.0126344631622	0.0	0.00199945278134	0.0	0.00296075226794	0.0	0.000114198705748	0.0	0.0	0.0	0.00631158334469	0.0	0.0	0.0	0.00201548257066	0.0	0.0	0.00233771513755	0.0	0.000261110240744	0.00174437044085	0.0	0.0	0.0	0.0	0.0	0.000519851842225	0.015653102518	0.0140453477782	0.00190395599746	0.0	0.0	0.0	0.0	0.0765455820113	0.0	0.0	0.0	0.0	0.000221067757268	0.000541937635484	0.0
