Taxon	ADHD1	ADHD2	ADHD3	ADHD4	ADHD5	ADHD6	ADHD7	ADHD8	ADHD9	ADHD10	ADHD11	ADHD12	ADHD13	ADHD14	ADHD15	ADHD16	ADHD17	ADHD18	ADHD19	ADHD20	ADHD21	ADHD23	ADHD24	ADHD25	ADHD26	ADHD27	ADHD28	ADHD29	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control22	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;Other	0.0	0.00017599436818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126035857201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000186115764005	0.0	0.0	0.0	0.000112346927312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157544821502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183225688241	0.0	0.0	0.0	0.0	0.000156666144446	0.0	0.000279173646008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000146067650189	0.0	0.0	0.0	0.0	0.000159965873947	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.0	0.00035198873636	0.0	0.0	0.0	0.000112028081706	0.0	0.0	0.0	0.0	0.000149372634933	0.0	0.0	0.0	0.000178085328313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000353249899071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000169399647649	0.000342876735813	0.0	0.0	0.000310192940009	0.0	0.0	0.0	0.0	0.000162453700695	0.0	0.0	0.0	0.0	0.0	0.0	0.000137419266181	0.000181756809389	0.0	0.0	0.0	0.000156121060731	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.00018671346951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000190331176247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.000104978059586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000114198705748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	0.0	0.000131995776135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157544821502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104008487093	0.0	0.0	0.0	0.0	0.0	0.00037223152801	0.000269287733944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000166934457359	0.0	0.0	0.0	0.0	0.00383918097473	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000363565853895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000181628297689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00250665831114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.000442021511714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000412041301081	0.0	0.00142198066106	0.0	0.0	0.0	0.0	0.0070022325959	0.0	0.0	0.00236317232253	0.0	0.0	0.0	0.00697891397649	0.0179857765543	0.0	0.0	0.0	0.0	0.000707369910252	0.000137419266181	0.0	0.00220880577235	0.0	0.0	0.0	0.0	0.00034121223401	0.0	0.0	0.0	0.0	0.000942231464033	0.0	0.000311586213508	0.0	0.0	0.000255255952105	0.0	0.0	0.000467374652715	0.00370272414705	0.0054981418317	0.000586541537805	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00755378419548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000248954391555	0.00107438538836	0.0	0.0	0.0	0.0	0.0	0.0	0.000799781112538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000224820143885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.000149370775608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0	0.0	0.0	0.0	0.000406559154357	0.000224056163412	0.0	0.0	0.000418033986163	0.000169664065151	0.0	0.000221196991721	0.0	0.0	0.0	0.0	0.0	0.0	0.000168374971061	0.0	0.0	0.000207047910887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114516055151	0.0	0.0	0.000203279577178	0.000878621635522	0.0	0.000190294957184	0.00186115764005	0.0	0.0	0.0	0.0	0.0	0.000224820143885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000132240148109	0.0	0.00807827663432	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.00389399903176	0.00118796198522	0.0	0.000377964660304	0.000271039436238	0.010269240823	0.00522790736736	0.0	0.00129590535711	0.00232682146493	0.00216590320653	0.000821588826392	0.000163580448865	0.000332778702163	0.000305289134251	0.00846604056077	0.0	0.00025139840362	0.0082082798392	0.00831836657529	0.000568464435444	0.00625284690877	0.000190331176247	0.00742675872364	0.001972929571	0.00312878482035	0.000227035372111	0.00188175078093	0.0	0.00360316548035	0.000870322019147	0.000187215276767	0.000589014872626	0.00111803767448	0.00302160123436	0.00697164342786	0.0069774817634	0.0110428686643	0.0	0.000297699594046	0.000722724987431	0.000449387709246	0.00243680551043	0.00275404676259	0.0	0.00243283266342	0.00393066967739	0.00401447997401	0.0498090687144	0.00371032018689	0.0073741334095	0.00299744335714	0.00318179504149	0.00575877146209	0.00664629658541	0.000921115655282	0.000187593796898	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	0.00204171841125	0.00026399155227	0.000999061487693	0.000314970550254	0.0	0.0	0.0	0.0	0.000961478168175	0.00155121430995	0.000199163513244	0.0	0.0	0.0	0.000992189686315	0.000136109976861	0.0	0.0	0.00073664049839	0.0	0.0	0.0	0.000304529881995	0.000111961186789	0.000596467079605	0.0	0.000136221223267	0.000790335327989	0.00290637326137	0.0	0.000458064220604	0.0	0.00504869890822	0.000237159506708	0.00381450368592	0.000287221264818	0.000222010783381	0.000682424468019	0.000269287733944	0.0	0.0	0.00252780586451	0.0026642406914	0.00188286870504	0.0	0.00194626613074	0.000815404879885	0.00833062607324	0.00108507397283	0.0	0.000363513618778	0.0	0.00341088428448	0.00127972699158	0.00196266476348	0.0	0.000312656328164	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	0.000315729651224	0.000615980288631	3.02745905362e-05	0.0	0.0	0.00018671346951	0.000755842029016	0.0	0.000167213594465	0.0	2.48954391555e-05	6.31991404917e-05	0.000588889615913	0.000147901645406	2.54407611876e-05	0.000408329930584	0.0	0.0	0.000589312398712	0.0	0.0	0.0	0.00102778835173	3.73203955962e-05	0.0	0.0	4.54070744222e-05	0.000225810093711	0.0	8.84212387816e-05	0.000732902752966	0.0	0.000357616172666	0.0	0.000192868163895	2.61110240744e-05	6.34316523945e-05	0.0	0.0	2.70635994587e-05	0.0	0.0	0.000389888881669	2.81025179856e-05	0.0	0.000211550666385	2.09078174329e-05	0.000487306817654	0.0	4.58064220604e-05	5.19305169683e-05	0.000132240148109	0.0	0.000533219579823	0.000178424069407	3.68446262113e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.0623039845082	0.0606740584301	0.0844963821864	0.0162209833381	0.00779238379184	0.000224056163412	0.0142140292679	0.0140052519695	0.0137115147461	0.000557467642639	0.00980880302729	0.0177905580484	0.0210037296342	0.047661305232	0.0105579158928	0.0300258608956	0.0012177795819	0.034441581296	0.0899964220319	0.0	0.0129088798882	0.0122572363245	0.0307194518462	0.0366486284755	0.0276668960771	0.0192268873637	0.145847523044	0.00278499115577	0.00598574493115	0.011317918564	0.0409051348999	0.000644852619974	0.0381807854934	0.0534625287979	0.00930053145894	0.037573763643	0.0294957183635	0.000992617408028	0.000538575467887	0.0354803788904	0.0039592760181	0.00134816312774	0.030151406849	0.0599145683453	0.0480082450506	0.0616035540512	0.000334525078927	0.0290527683668	0.00724078208793	0.0110851541386	0.0502427751668	0.0154280172794	0.0357633762664	0.00194625146635	0.0215001003635	0.00799528388784	0.0148615974654	0.012426058994
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0.00926140310257	0.0035198873636	0.00257334019557	0.00113389398091	0.0	0.000149370775608	0.000881815700519	0.000500187570339	0.000271722091006	0.0	0.00107050388369	0.000284396132213	0.0	0.00329081161028	0.00200982013382	0.0	0.0	0.0	0.0250668238166	0.0	0.0098060115114	0.0	0.0186524552722	0.000634446725135	0.000871759577885	0.00025232135648	0.00608454797257	0.0	0.0	0.0	0.0262470798406	0.0	0.0185750047332	0.0356078059358	0.0	0.000208888192595	0.0	0.000186115764005	0.0	0.0	0.0	0.0	0.000324907401391	0.00463691546763	0.00565648818369	0.0342500528877	0.0	0.000208845778995	0.0	0.000274838532362	0.00173967231844	0.000220400246848	0.0018327139439	0.000213287831929	0.0	0.0	0.000604468901117	0.000476398427885
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	0.0	0.000131995776135	0.0	0.0	0.0	0.0	0.000104978059586	0.0	0.0	0.0	0.0002240589524	0.000157997851229	0.0	0.0	0.0	0.0	0.0	0.0	0.000420937427651	0.0	0.0	0.0	0.0	0.0	0.0	0.000353249899071	0.0	0.0	0.0	0.0	0.000229032110302	0.0	0.0	0.000135519718119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000196717625899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.007051295544	0.0161474832805	0.000211922133753	0.000818923430659	0.000677598590595	0.00097091004145	0.0214995066031	0.0	0.000836067972326	0.00353870764458	0.0178500298745	0.000252796561967	0.0	0.0051026067665	0.00557152670008	0.0	0.000152222447737	0.00062849600905	0.0163113253215	0.0	0.00139747507047	0.0	0.0143890369242	0.000261242769173	0.026611608167	0.0	0.00222494664669	0.00538180723345	0.0112794962286	0.0019231619435	0.0314690119555	0.0	0.0453120727013	0.00128743732213	0.00064289387965	0.0114627395686	0.000792895654932	0.00759972703021	0.00410663794264	0.000243572395129	0.0	0.00106729580946	0.00428877769836	0.00309127697842	0.000119840851349	0.0113179606516	0.00689957975287	0.0163595860213	0.00665651148718	0.00105354770739	0.000285617843326	0.00498104557877	0.00285088835718	0.00911805481497	0.00981332381738	0.000331601635901	0.000833750208438	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.00136816182197	0.00497184090109	0.00566134843026	0.00529150524426	0.00623390703347	0.000149370775608	0.0119674987928	0.000791963653037	0.00158852914742	0.00753793203742	0.00587532364071	0.000157997851229	0.000490741346594	0.0105010168238	0.0127712621162	0.0	0.0012177795819	0.00257683363711	0.0032622650643	0.00122884960771	0.00168170728819	0.0	0.00559573658165	0.00220190334018	0.0213351686167	0.0	0.00363256595378	0.000526890218659	0.00484395543561	0.000729475219948	0.0144748293711	0.00671894826618	0.0554305067632	0.00260875457379	0.00525030001714	0.00890385920936	0.00149064383127	0.0210310813326	0.00262555540595	0.000270635994587	0.00358220211161	0.0029210201101	0.012378971993	0.00306317446043	0.00146205838646	0.0105140681193	0.00669050157854	0.0226249593911	0.0107046720781	0.00187806330448	0.00366110144626	0.00268888301155	0.000967265692613	0.0125039991468	0.0205187679818	0.000147378504845	0.0117975654494	0.000555798165866
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.000105243217075	0.00206793382612	0.00663013532742	0.0	0.00101639788589	0.00097091004145	0.0015956665057	0.000416822975282	0.000710657776477	0.00443550341752	0.00393347938658	0.00404474499147	0.000523457436367	0.00025882787946	0.00124659729819	0.00590717299578	0.0	0.0104330337502	0.000484078041799	0.0	0.000852696653166	0.0	0.000190331176247	0.0117559246128	0.00357880247763	0.000454178441663	0.000363256595378	0.0	0.000380596498512	0.000773685839339	0.0	0.0	0.00046279739992	0.0	0.00038573632779	0.00355109927411	0.0	0.0	0.0	0.00156968876861	0.0	0.00140433659139	0.0	0.0042996852518	0.00297205311347	0.000803892532261	0.00248803027452	0.000580127163874	0.00231621559585	0.00109935412945	0.0	0.0049369655294	0.00188362266456	0.00023994881092	0.00245333095435	0.000921115655282	0.00106303151576	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	0.0	0.000219992960225	0.0	0.0	0.0	0.0	0.000167964895337	0.0	0.0	0.0	0.000248954391555	0.0	0.0	0.0	0.000178085328313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000321174581326	0.0	0.0	0.0	0.000622794270293	0.0	0.000137419266181	0.0	0.00109388476345	0.0	0.0	0.000182777168521	0.0	0.000155096470004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116025432775	0.0	0.0	0.0	0.0	0.0	0.000133304894956	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127139808382	0.0	0.0	0.0	0.0	0.0	0.0	0.000271039436238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000309127697842	0.000239681702699	0.000148085466469	0.0	0.0	0.0	0.0	0.000181756809389	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000402662308439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000337230215827	0.000143809021619	0.0	0.0	0.0	0.0	0.0	0.000467374652715	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.000112028081706	0.0	0.00112542203326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000806501644023	0.0	0.0	0.000219959778783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000149372634933	0.0	0.0	0.0	0.0	0.000408329930584	0.0	0.0	0.000505124913182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136221223267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037223152801	0.0	0.0	0.000188536953243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.0117240943821	0.0305350228793	0.00802276649208	0.0121263661848	0.0111126168858	0.0678516748198	0.0436918683995	0.00433495894294	0.0284681144577	0.0407436133598	0.00144393547102	0.0130822220818	0.00369691814434	0.0240709927898	0.014246826265	0.0226759221451	0.0143089100873	0.0123185217774	0.00315703070739	0.00781422314649	0.0108718823279	0.0161497370492	0.0311762466692	0.0189214405673	0.0508373480156	0.00267460637868	0.00703809653544	0.0330435437131	0.00612414365788	0.00890843980724	0.0515322248179	0.0249828385996	0.0267581042136	0.0118240954059	0.0807046116921	0.0169460546243	0.0134475103076	0.00248154352007	0.0134643866972	0.00506089309878	0.00065987933635	0.0019098977643	0.0309961660927	0.0115782374101	0.00831695508365	0.0238206050349	0.038344937172	0.050633498863	0.00421509504831	0.00760386606202	0.0175525147353	0.00335008375209	0.0559995927302	0.0310333795457	0.0445837143431	0.00537931542684	0.020656161414	0.00726507602525
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.0837736007914	0.160198873636	0.0808937059126	0.0354341869035	0.124000542079	0.294447141417	0.206029939743	0.0463090325539	0.195451790231	0.169736778322	0.105730930094	0.110377298869	0.0587580972322	0.113144758735	0.102322741496	0.171580236831	0.0951390298356	0.118408648105	0.0713068002441	0.0394807322683	0.0955020251546	0.201995941861	0.0691282832128	0.1533868259	0.0999311768754	0.0702462656439	0.0316487308723	0.221331526853	0.0258805618988	0.156925593528	0.0491044844487	0.114450939197	0.0313860782128	0.0584767583683	0.373628493057	0.153219489268	0.0446241674596	0.0257149947267	0.0927023024101	0.0660893098782	0.0573152337858	0.0646556566678	0.0997790629671	0.0550528327338	0.0932361823498	0.110916014385	0.24539505321	0.237596881236	0.0957995117167	0.0596399615226	0.11081972321	0.145023362426	0.192333146668	0.106803881839	0.163748689698	0.0726207582624	0.101404869101	0.0598674024376
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.000862994380012	0.00466385075678	0.0119887378523	0.0	0.000542078872476	0.0	0.000629868357513	0.00187570338877	0.00300984470037	0.0	0.0	0.00230676862795	0.0	0.0	0.0028748060142	0.0	0.0	0.00025139840362	0.0037463431061	0.0	0.00315024041308	0.00488633069692	0.00319756376094	0.00768800149282	0.0	0.0	0.000136221223267	0.0132475254977	0.0	0.00417790353243	0.000183225688241	0.0	0.000189326209058	0.00294755386909	0.0	0.00279387957596	0.0	0.000217135058006	0.0	0.000297699594046	0.0	0.0	0.00168951848723	0.00193907374101	0.000766981448636	0.000232705733023	0.0	0.00408409523368	0.00926486238341	0.000549677064724	0.00173967231844	0.0	0.0	0.0	0.00738229587171	0.00191592056299	0.0034392196098	0.00127039580769
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.0667452482687	0.130235832453	0.0579152916957	0.0135752307159	0.0606450738582	0.209791254341	0.0774108211384	0.0842399233046	0.120122065924	0.181976828736	0.199063931488	0.0707830373507	0.00942223385461	0.114660750601	0.0493296359427	0.163576970192	0.0392733915161	0.0524165671548	0.0594574116558	0.0339036455872	0.0492432317203	0.419893163278	0.0748001522649	0.175443179698	0.0881853636155	0.018924101736	0.0129864232847	0.214632494072	0.02487717113	0.206728856271	0.173056662544	0.26091569072	0.0685150514336	0.0546483263315	0.152558717641	0.078985847825	0.247002854424	0.265928407469	0.0578295408644	0.0566441136671	0.334495977878	0.0358386698124	0.0977971278186	0.0375730665468	0.0454915871722	0.0671250264438	0.121725313095	0.155961386736	0.135947248711	0.0107645091842	0.0371822501493	0.215110640924	0.0999338186631	0.0758771462088	0.126212726097	0.0595040713312	0.0566950141738	0.0278296081623
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000813459049732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.0882990591256	0.038058782119	0.0158336108504	0.0276544143123	0.0266973844694	0.0256544307106	0.0216674714985	0.00175065649619	0.0147984031102	0.014591109603	0.0246215893248	0.0202237249573	0.00412222731139	0.0479201331115	0.0114483425344	0.0173404110521	0.0154252080373	0.0213060147068	0.0746322059226	0.00280429782273	0.0126009616523	0.0381382251853	0.0230300723258	0.037432356783	0.0244092681808	0.0138776746064	0.0115788039777	0.0232584396523	0.00775032869698	0.0246253150007	0.0248728871788	0.00597008715911	0.0566085365084	0.0240547499661	0.0177438710783	0.0306543422633	0.025721535046	0.0124387368943	0.0256496566581	0.0161028416779	0.00553041729512	0.011908774295	0.0251478328676	0.0347628147482	0.0311825895211	0.0137296382484	0.027911936273	0.0165452267137	0.00742858335246	0.0342632037012	0.0165918001714	0.0414352464075	0.0374433640483	0.0163431801216	0.0203403439124	0.00899008879555	0.0367475404369	0.0132597562428
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.00772485213328	0.0144315381908	0.00811359026369	0.00488204352893	0.00155847675837	0.00713245453527	0.00550085032228	0.0129215122338	0.00932215789144	0.0107857869989	0.0269119697271	0.0123870315364	0.00281358372047	0.01641708264	0.00844633271427	0.021205934395	0.00649482443678	0.0189805794733	0.00540904594532	0.00649084664587	0.00426348326583	0.0337488094745	0.0344880091359	0.0129874976675	0.0229410415233	0.0151392813888	0.00690187531217	0.0156938015129	0.00685073697322	0.0481895751359	0.00742064037378	0.0158092900381	0.00620569240802	0.00962189998645	0.0150865763758	0.0109144080631	0.0167459562322	0.0112910230163	0.00619361788071	0.00113667117727	0.0166540975365	0.0137624985957	0.0164403145104	0.00876798561151	0.0072383874215	0.0111910302517	0.0196115327521	0.0200027846104	6.26004215095e-05	0.000916128441207	0.00454392023473	0.00273296306092	0.0170035127017	0.0214354271089	0.0146530767	0.00571091706275	0.00935884608971	0.00285839056731
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0.0	0.0189633931714	0.0	0.000283473495228	0.0	0.0	0.0	0.0	0.00357419058169	0.0	0.0	0.0	0.000229012628411	0.0	0.0	0.0	0.0	0.00012569920181	0.0	0.0	0.000378976290296	0.0	0.000304529881995	0.0	0.00013764624914	0.0	0.000136221223267	0.000978510406082	0.0	0.0	0.0	0.0130426642814	0.000483833645371	0.000372679224827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000487361102086	0.00969536870504	0.000838885959446	0.000486566532685	0.0	0.0	0.0	0.0	0.0	0.000132240148109	0.0	0.000133304894956	0.000111515043379	0.0	0.00223028180757	0.000476398427885
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.0214696162832	0.00554382259768	0.00862825830281	0.00330719077766	0.0325924922076	0.0	0.0134371916269	0.00650243841441	0.0291787722342	0.00719860390712	0.00475502887871	0.00887947923908	0.000490741346594	0.0025882787946	0.0124659729819	0.00378385735674	0.00461741424802	0.0252026899629	0.00938690463663	0.0	0.01518273763	0.0	0.0057860677579	0.00537413696585	0.0020646937371	0.0179148163101	0.00753757435408	0.0585224492868	0.00885751851083	0.00486316813299	0.00141999908387	0.0427890915899	0.00544838757179	0.00799566336902	0.0172938453626	0.0134210663742	0.0366317792578	0.000186115764005	0.00451056954356	0.0144248985115	0.0	0.0151106617234	0.0272597309767	0.0368986061151	0.0149321700781	0.00949862492067	0.0550711911184	0.0032487121177	0.00699038040189	0.0232696624067	0.0882559135876	0.0172352993035	0.00679631420862	0.00989122320572	0.00735999286304	0.0180538668435	0.0045647823912	0.000119099606971
